function;status;langcode
"bedroom_N";"checked";"eng"
"bedroomed_A";"checked";"eng"
"bedside_N";"checked";"eng"
"bedsit_N";"checked";"eng"
"bedsitter_N";"checked";"eng"
"bedsitting_room_N";"checked";"eng"
"bedsore_N";"checked";"eng"
"bedspread_N";"checked";"eng"
"bedspring_N";"checked";"eng"
"bedstead_N";"checked";"eng"
"bedstraw_N";"checked";"eng"
"bedtime_N";"checked";"eng"
"bedwas_PN";"checked";"eng"
"bedwetter_1_N";"checked";"eng"
"bee_1_N";"checked";"eng"
"bee_2_N";"checked";"eng"
"beebread_N";"checked";"eng"
"beech_1_N";"checked";"eng"
"beech_2_N";"checked";"eng"
"beechen_A";"checked";"eng"
"beechnut_N";"checked";"eng"
"beef_1_N";"checked";"eng"
"beef_2_N";"checked";"eng"
"beef_3_N";"checked";"eng"
"beef_V";"checked";"eng"
"beef_up_V2";"checked";"eng"
"beefcake_N";"checked";"eng"
"beefeater_N";"checked";"eng"
"beefsteak_N";"checked";"eng"
"beefwood_1_N";"checked";"eng"
"beefwood_2_N";"checked";"eng"
"beefwood_3_N";"checked";"eng"
"beefwood_4_N";"checked";"eng"
"beefwood_5_N";"checked";"eng"
"beefy_A";"checked";"eng"
"beehive_1_N";"checked";"eng"
"beehive_2_N";"checked";"eng"
"beehive_3_N";"checked";"eng"
"beehive_4_N";"checked";"eng"
"beekeeper_N";"checked";"eng"
"beekeeping_N";"checked";"eng"
"beeline_N";"checked";"eng"
"beep_N";"checked";"eng"
"beeper_N";"checked";"eng"
"beer_N";"checked";"eng"
"beery_A";"checked";"eng"
"beeswax_N";"checked";"eng"
"beeswax_V2";"checked";"eng"
"beet_1_N";"checked";"eng"
"beet_2_N";"checked";"eng"
"beetle_A";"checked";"eng"
"beetle_1_N";"checked";"eng"
"beetle_2_N";"checked";"eng"
"beetle_1_V";"checked";"eng"
"beetle_2_V";"checked";"eng"
"beetle_3_V";"checked";"eng"
"beetle_browed_A";"checked";"eng"
"beetroot_1_N";"checked";"eng"
"beetroot_2_N";"checked";"eng"
"befall_V";"checked";"eng"
"befall_V2";"checked";"eng"
"befit_V2";"checked";"eng"
"befitting_A";"checked";"eng"
"befogged_A";"checked";"eng"
"before_1_Adv";"checked";"eng"
"before_2_Adv";"checked";"eng"
"before_Prep";"checked";"eng"
"before_Subj";"checked";"eng"
"beforehand_A";"checked";"eng"
"beforehand_Adv";"checked";"eng"
"befoul_V2";"checked";"eng"
"befoulment_N";"checked";"eng"
"befriend_V2";"checked";"eng"
"beg_1_V2V";"checked";"eng"
"beg_2_V2";"checked";"eng"
"beg_3_V2";"checked";"eng"
"beg_4_V2";"checked";"eng"
"beget_V2";"checked";"eng"
"begetter_N";"checked";"eng"
"beggar_N";"checked";"eng"
"beggar_1_V2";"checked";"eng"
"beggar_2_V2";"checked";"eng"
"beggarly_1_A";"checked";"eng"
"beggarly_2_A";"checked";"eng"
"beggarman_N";"checked";"eng"
"beggarweed_N";"checked";"eng"
"beggarwoman_N";"checked";"eng"
"beggary_1_N";"checked";"eng"
"beggary_2_N";"checked";"eng"
"begin_1_V";"checked";"eng"
"begin_2_V";"checked";"eng"
"begin_4_V";"checked";"eng"
"begin_6_V";"checked";"eng"
"begin_3_V2";"checked";"eng"
"begin_5_V2";"checked";"eng"
"begin_8_V2";"checked";"eng"
"begin_10_V2";"checked";"eng"
"begin_ing_VV";"checked";"eng"
"begin_to_1_VV";"checked";"eng"
"begin_to_9_VV";"checked";"eng"
"begin_with_V2";"checked";"eng"
"beginner_1_N";"checked";"eng"
"beginner_2_N";"checked";"eng"
"beginning_1_N";"checked";"eng"
"beginning_2_N";"checked";"eng"
"beginning_3_N";"checked";"eng"
"beginning_4_N";"checked";"eng"
"beginning_5_N";"checked";"eng"
"begonia_N";"checked";"eng"
"begrimed_A";"checked";"eng"
"begrudge_1_V2";"checked";"eng"
"begrudge_2_V2";"checked";"eng"
"beguile_1_V2";"checked";"eng"
"beguile_2_V2";"checked";"eng"
"beguilement_1_N";"checked";"eng"
"beguilement_2_N";"checked";"eng"
"beguiling_1_A";"checked";"eng"
"beguiling_2_A";"checked";"eng"
"beguine_1_N";"checked";"eng"
"beguine_2_N";"checked";"eng"
"beguine_3_N";"checked";"eng"
"begum_N";"checked";"eng"
"behalf_2_N";"checked";"eng"
"behave_2_V";"checked";"eng"
"behave_3_V";"checked";"eng"
"behave_like_V2";"checked";"eng"
"behaved_A";"checked";"eng"
"behavioral_1_A";"checked";"eng"
"behavioristic_1_A";"checked";"eng"
"behaviour_1_N";"checked";"eng"
"behaviour_2_N";"checked";"eng"
"behaviour_3_N";"checked";"eng"
"behaviour_4_N";"checked";"eng"
"behaviourism_1_N";"checked";"eng"
"behaviourist_1_N";"checked";"eng"
"behead_V2";"checked";"eng"
"behest_N";"checked";"eng"
"behind_1_Adv";"checked";"eng"
"behind_2_Adv";"checked";"eng"
"behind_3_Adv";"checked";"eng"
"behind_4_Adv";"checked";"eng"
"behind_5_Adv";"checked";"eng"
"behind_N";"checked";"eng"
"behind_Prep";"checked";"eng"
"behindhand_A";"checked";"eng"
"behither_Prep";"checked";"eng"
"behold_V2";"checked";"eng"
"beholden_A";"checked";"eng"
"beholder_N";"checked";"eng"
"behove_1_V2V";"checked";"eng"
"beige_A";"checked";"eng"
"beige_N";"checked";"eng"
"beijing_PN";"checked";"eng"
"being_A";"checked";"eng"
"being_1_N";"checked";"eng"
"being_2_N";"checked";"eng"
"beirut_PN";"checked";"eng"
"beith_PN";"checked";"eng"
"bejewelled_A";"checked";"eng"
"belabour_1_V2";"checked";"eng"
"belabour_2_V2";"checked";"eng"
"belabour_3_V2";"checked";"eng"
"belated_A";"checked";"eng"
"belay_N";"checked";"eng"
"belay_1_V2";"checked";"eng"
"belay_2_V2";"checked";"eng"
"belaying_pin_N";"checked";"eng"
"belch_N";"checked";"eng"
"belch_1_V";"checked";"eng"
"belch_2_V";"checked";"eng"
"belching_1_N";"checked";"eng"
"belching_2_N";"checked";"eng"
"beldam_1_N";"checked";"eng"
"beldam_2_N";"checked";"eng"
"beldame_1_N";"checked";"eng"
"beldame_2_N";"checked";"eng"
"beleaguer_1_V2";"checked";"eng"
"beleaguer_2_V2";"checked";"eng"
"belem_PN";"checked";"eng"
"belemnite_N";"checked";"eng"
"belemnitic_A";"checked";"eng"
"belfast_PN";"checked";"eng"
"belfry_1_N";"checked";"eng"
"belfry_2_N";"checked";"eng"
"belgian_A";"checked";"eng"
"belgianFem_N";"checked";"eng"
"belgianMasc_N";"checked";"eng"
"belgium_PN";"checked";"eng"
"belgrade_PN";"checked";"eng"
"belie_1_V2";"checked";"eng"
"belie_2_V2";"checked";"eng"
"belief_1_N";"checked";"eng"
"belief_2_N";"checked";"eng"
"believable_A";"checked";"eng"
"believe_1_V";"checked";"eng"
"believe_4_V";"checked";"eng"
"believe_1_V2";"checked";"eng"
"believe_2_V2";"checked";"eng"
"believe_5_V2";"checked";"eng"
"believe_3_VS";"checked";"eng"
"believer_1_N";"checked";"eng"
"believer_2_N";"checked";"eng"
"believing_N";"checked";"eng"
"belike_Adv";"checked";"eng"
"belinda_PN";"checked";"eng"
"belittle_1_V2";"checked";"eng"
"belittle_2_V2";"checked";"eng"
"belittle_3_V2";"checked";"eng"
"belittling_A";"checked";"eng"
"belittling_1_N";"checked";"eng"
"belittling_2_N";"checked";"eng"
"bell_1_N";"checked";"eng"
"bell_2_N";"checked";"eng"
"bell_3_N";"checked";"eng"
"bell_4_N";"checked";"eng"
"bell_5_N";"checked";"eng"
"bell_6_PN";"checked";"eng"
"bell_7_PN";"checked";"eng"
"bell_8_PN";"checked";"eng"
"bell_9_N";"checked";"eng"
"bell_10_N";"checked";"eng"
"bell_V2";"checked";"eng"
"bell_bottomed_1_A";"checked";"eng"
"bell_buoy_N";"checked";"eng"
"bell_flower_N";"checked";"eng"
"bell_founder_N";"checked";"eng"
"bell_foundry_N";"checked";"eng"
"bell_metal_N";"checked";"eng"
"bell_push_N";"checked";"eng"
"bell_ringer_1_N";"checked";"eng"
"bell_ringer_2_N";"checked";"eng"
"bell_ringer_3_N";"checked";"eng"
"bell_tent_N";"checked";"eng"
"bella_PN";"checked";"eng"
"belladonna_1_N";"checked";"eng"
"belladonna_2_N";"checked";"eng"
"bellarmine_1_PN";"checked";"eng"
"bellarmine_2_N";"checked";"eng"
"bellbird_N";"checked";"eng"
"bellboy_N";"checked";"eng"
"belle_N";"checked";"eng"
"belle_PN";"checked";"eng"
"belletristic_A";"checked";"eng"
"bellhop_N";"checked";"eng"
"bellicose_A";"checked";"eng"
"bellicosity_N";"checked";"eng"
"belligerence_1_N";"checked";"eng"
"belligerence_2_N";"checked";"eng"
"belligerency_1_N";"checked";"eng"
"belligerency_2_N";"checked";"eng"
"belligerent_1_A";"checked";"eng"
"belligerent_2_A";"checked";"eng"
"belligerent_N";"checked";"eng"
"bellow_1_N";"checked";"eng"
"bellow_2_PN";"checked";"eng"
"bellow_1_V";"checked";"eng"
"bellow_2_V";"checked";"eng"
"bellow_1_V2";"checked";"eng"
"bellows_N";"checked";"eng"
"bellpull_N";"checked";"eng"
"bellshill_PN";"checked";"eng"
"bellwether_1_N";"checked";"eng"
"bellwether_2_N";"checked";"eng"
"bellwort_N";"checked";"eng"
"belly_1_N";"checked";"eng"
"belly_2_N";"checked";"eng"
"belly_3_N";"checked";"eng"
"belly_4_N";"checked";"eng"
"belly_5_N";"checked";"eng"
"belly_V";"checked";"eng"
"belly_V2";"checked";"eng"
"bellyache_N";"checked";"eng"
"bellyache_V";"checked";"eng"
"bellyband_1_N";"checked";"eng"
"bellyband_2_N";"checked";"eng"
"bellyflop_N";"checked";"eng"
"bellyful_N";"checked";"eng"
"bellyland_V";"checked";"eng"
"bellylaugh_N";"checked";"eng"
"bellylaugh_V";"checked";"eng"
"bellyless_A";"checked";"eng"
"belo_horizonte_PN";"checked";"eng"
"belong_to_V2";"checked";"eng"
"belong_with_V2";"checked";"eng"
"belonging_N";"checked";"eng"
"beloved_A";"checked";"eng"
"beloved_N";"checked";"eng"
"below_1_Adv";"checked";"eng"
"below_2_Adv";"checked";"eng"
"below_3_Adv";"checked";"eng"
"below_4_Adv";"checked";"eng"
"below_Prep";"checked";"eng"
"belowground_1_A";"checked";"eng"
"belowground_2_A";"checked";"eng"
"belper_PN";"checked";"eng"
"belt_1_N";"checked";"eng"
"belt_2_N";"checked";"eng"
"belt_3_N";"checked";"eng"
"belt_4_N";"checked";"eng"
"belt_5_N";"checked";"eng"
"belt_6_N";"checked";"eng"
"belt_7_N";"checked";"eng"
"belt_1_V2";"checked";"eng"
"belt_2_V2";"checked";"eng"
"belt_3_V2";"checked";"eng"
"belt_out_V2";"checked";"eng"
"belting_N";"checked";"eng"
"beltlike_1_A";"checked";"eng"
"beltway_N";"checked";"eng"
"beluga_1_N";"checked";"eng"
"beluga_2_N";"checked";"eng"
"belvedere_1_N";"checked";"eng"
"belvedere_2_N";"checked";"eng"
"bemoan_V2";"checked";"eng"
"bemused_1_A";"checked";"eng"
"bemused_2_A";"checked";"eng"
"ben_N";"checked";"eng"
"ben_PN";"checked";"eng"
"bench_1_N";"checked";"eng"
"bench_2_N";"checked";"eng"
"bench_3_N";"checked";"eng"
"bench_4_N";"checked";"eng"
"bench_5_N";"checked";"eng"
"bench_6_N";"checked";"eng"
"bench_7_N";"checked";"eng"
"benchmark_1_N";"checked";"eng"
"benchmark_2_N";"checked";"eng"
"bend_1_N";"checked";"eng"
"bend_2_N";"checked";"eng"
"bend_3_N";"checked";"eng"
"bend_4_N";"checked";"eng"
"bend_5_PN";"checked";"eng"
"bend_6_N";"checked";"eng"
"bend_1_V";"checked";"eng"
"bend_2_V";"checked";"eng"
"bend_4_V";"checked";"eng"
"bend_5_V";"checked";"eng"
"bend_3_V2";"checked";"eng"
"bend_5_V2";"checked";"eng"
"bend_6_V2";"checked";"eng"
"bend_down_V";"checked";"eng"
"bend_over_V";"checked";"eng"
"bend_over_backwards_V";"checked";"eng"
"bendability_N";"checked";"eng"
"bendable_A";"checked";"eng"
"bender_1_N";"checked";"eng"
"bender_2_N";"checked";"eng"
"bender_3_N";"checked";"eng"
"bending_1_N";"checked";"eng"
"bending_2_N";"checked";"eng"
"bending_3_N";"checked";"eng"
"beneath_Adv";"checked";"eng"
"beneath_Prep";"checked";"eng"
"benedick_1_N";"checked";"eng"
"benedick_2_PN";"checked";"eng"
"benedick_3_PN";"checked";"eng"
"benedictine_1_A";"checked";"eng"
"benedictine_2_A";"checked";"eng"
"benedictine_1_N";"checked";"eng"
"benedictine_2_N";"checked";"eng"
"benediction_1_N";"checked";"eng"
"benediction_2_N";"checked";"eng"
"benedictory_A";"checked";"eng"
"benefaction_1_N";"checked";"eng"
"benefaction_2_N";"checked";"eng"
"benefactor_N";"checked";"eng"
"benefactress_N";"checked";"eng"
"benefic_A";"checked";"eng"
"benefice_N";"checked";"eng"
"beneficed_A";"checked";"eng"
"beneficence_1_N";"checked";"eng"
"beneficence_2_N";"checked";"eng"
"beneficent_1_A";"checked";"eng"
"beneficent_2_A";"checked";"eng"
"beneficial_A";"checked";"eng"
"beneficiary_A";"checked";"eng"
"beneficiary_1_N";"checked";"eng"
"beneficiary_2_N";"checked";"eng"
"benefit_1_N";"checked";"eng"
"benefit_2_N";"checked";"eng"
"benefit_3_N";"checked";"eng"
"benefit_1_V";"checked";"eng"
"benefit_2_V";"checked";"eng"
"benefit_2_V2";"checked";"eng"
"benevolence_1_N";"checked";"eng"
"benevolence_2_N";"checked";"eng"
"benevolence_3_N";"checked";"eng"
"benevolent_1_A";"checked";"eng"
"benevolent_2_A";"checked";"eng"
"benevolent_3_A";"checked";"eng"
"benevolent_4_A";"checked";"eng"
"bengali_A";"checked";"eng"
"bengali_1_N";"checked";"eng"
"bengali_2_N";"checked";"eng"
"bengali_3_N";"checked";"eng"
"benighted_1_A";"checked";"eng"
"benighted_2_A";"checked";"eng"
"benign_1_A";"checked";"eng"
"benign_2_A";"checked";"eng"
"benign_3_A";"checked";"eng"
"benignant_1_A";"checked";"eng"
"benignant_2_A";"checked";"eng"
"benignity_1_N";"checked";"eng"
"benignity_2_N";"checked";"eng"
"benin_PN";"checked";"eng"
"beninese_A";"checked";"eng"
"benineseFem_N";"checked";"eng"
"benineseMasc_N";"checked";"eng"
"benison_N";"checked";"eng"
"benjamin_N";"checked";"eng"
"benjamin_PN";"checked";"eng"
"bennet_1_N";"checked";"eng"
"bennet_2_N";"checked";"eng"
"benny_N";"checked";"eng"
"benny_PN";"checked";"eng"
"bennäs_PN";"checked";"eng"
"bent_1_A";"checked";"eng"
"bent_2_A";"checked";"eng"
"bent_3_A";"checked";"eng"
"bent_1_N";"checked";"eng"
"bent_2_N";"checked";"eng"
"bent_3_N";"checked";"eng"
"bent_4_N";"checked";"eng"
"benthic_1_A";"checked";"eng"
"benthos_1_N";"checked";"eng"
"benthos_2_N";"checked";"eng"
"bentonite_N";"checked";"eng"
"bentonitic_A";"checked";"eng"
"bentwood_N";"checked";"eng"
"benumbed_1_A";"checked";"eng"
"benumbed_2_A";"checked";"eng"
"benzedrine_N";"checked";"eng"
"benzene_N";"checked";"eng"
"benzenoid_A";"checked";"eng"
"benzine_N";"checked";"eng"
"benzoate_N";"checked";"eng"
"benzocaine_N";"checked";"eng"
"benzodiazepine_N";"checked";"eng"
"benzofuran_N";"checked";"eng"
"benzoic_A";"checked";"eng"
"benzoin_1_N";"checked";"eng"
"benzoin_2_N";"checked";"eng"
"benzol_N";"checked";"eng"
"benzyl_N";"checked";"eng"
"benzylic_A";"checked";"eng"
"beograd_PN";"checked";"eng"
"bequeath_V2";"checked";"eng"
"bequest_N";"checked";"eng"
"berate_V2";"checked";"eng"
"berating_N";"checked";"eng"
"bereave_V2";"checked";"eng"
"bereaved_N";"checked";"eng"
"bereavement_N";"checked";"eng"
"bereft_1_A";"checked";"eng"
"bereft_2_A";"checked";"eng"
"beret_N";"checked";"eng"
"berg_1_N";"checked";"eng"
"berg_2_PN";"checked";"eng"
"bergamo_PN";"checked";"eng"
"bergamot_N";"checked";"eng"
"bergen_PN";"checked";"eng"
"bergenia_N";"checked";"eng"
"beri_beri_N";"checked";"eng"
"berk_N";"checked";"eng"
"berkelium_N";"checked";"eng"
"berkhamsted_PN";"checked";"eng"
"berkshire_PN";"checked";"eng"
"berlin_N";"checked";"eng"
"berlin_1_PN";"checked";"eng"
"berlin_2_PN";"checked";"eng"
"berm_1_N";"checked";"eng"
"berm_2_N";"checked";"eng"
"bermuda_PN";"checked";"eng"
"bermudan_A";"checked";"eng"
"bermudan_1_N";"checked";"eng"
"bern_PN";"checked";"eng"
"bernard_PN";"checked";"eng"
"bernie_PN";"checked";"eng"
"beroe_N";"checked";"eng"
"berried_A";"checked";"eng"
"berry_1_N";"checked";"eng"
"berry_2_N";"checked";"eng"
"berry_3_PN";"checked";"eng"
"berserk_A";"checked";"eng"
"berserker_1_N";"checked";"eng"
"bert_PN";"checked";"eng"
"berth_1_N";"checked";"eng"
"berth_2_N";"checked";"eng"
"berth_3_N";"checked";"eng"
"berth_1_V";"checked";"eng"
"berth_3_V";"checked";"eng"
"berth_1_V2";"checked";"eng"
"berth_2_V2";"checked";"eng"
"berth_3_V2";"checked";"eng"
"bertha_PN";"checked";"eng"
"bertie_PN";"checked";"eng"
"berwick_upon_tweed_PN";"checked";"eng"
"beryl_N";"checked";"eng"
"beryl_PN";"checked";"eng"
"beryllium_N";"checked";"eng"
"beseech_V2";"checked";"eng"
"beseeching_A";"checked";"eng"
"beseem_V2";"checked";"eng"
"beset_1_V2";"checked";"eng"
"beset_2_V2";"checked";"eng"
"beset_3_V2";"checked";"eng"
"beshrew_V2";"checked";"eng"
"beside_Prep";"checked";"eng"
"besides_1_Adv";"checked";"eng"
"besides_2_Adv";"checked";"eng"
"besides_Prep";"checked";"eng"
"besiege_1_V2";"checked";"eng"
"besiege_2_V2";"checked";"eng"
"besiege_3_V2";"checked";"eng"
"besieger_1_N";"checked";"eng"
"besieger_2_N";"checked";"eng"
"besmear_V2";"checked";"eng"
"besmirch_1_V2";"checked";"eng"
"besmirch_2_V2";"checked";"eng"
"besom_N";"checked";"eng"
"besotted_A";"checked";"eng"
"bespangled_A";"checked";"eng"
"bespattered_A";"checked";"eng"
"bespeak_1_V2";"checked";"eng"
"bespeak_2_V2";"checked";"eng"
"bespectacled_A";"checked";"eng"
"bespoke_A";"checked";"eng"
"besprent_A";"checked";"eng"
"bess_PN";"checked";"eng"
"bessie_PN";"checked";"eng"
"best_1_Adv";"checked";"eng"
"best_2_Adv";"checked";"eng"
"best_3_Adv";"checked";"eng"
"best_1_N";"checked";"eng"
"best_2_N";"checked";"eng"
"best_3_PN";"checked";"eng"
"best_V2";"checked";"eng"
"best_seller_1_N";"checked";"eng"
"bestial_A";"checked";"eng"
"bestiality_1_N";"checked";"eng"
"bestiality_2_N";"checked";"eng"
"bestiary_N";"checked";"eng"
"bestir_V2";"checked";"eng"
"bestow_1_V2";"checked";"eng"
"bestow_2_V2";"checked";"eng"
"bestow_3_V2";"checked";"eng"
"bestowal_1_N";"checked";"eng"
"bestowal_2_N";"checked";"eng"
"bestrew_V2";"checked";"eng"
"bestride_V2";"checked";"eng"
"bestselling_A";"checked";"eng"
"bestubbled_1_A";"checked";"eng"
"bet_1_N";"checked";"eng"
"bet_2_N";"checked";"eng"
"bet_on_V2";"checked";"eng"
"bet_2_V2";"checked";"eng"
"bet_1_VS";"checked";"eng"
"beta_1_A";"checked";"eng"
"beta_2_A";"checked";"eng"
"beta_1_N";"checked";"eng"
"beta_2_N";"checked";"eng"
"beta_blocker_N";"checked";"eng"
"betaine_N";"checked";"eng"
"betake_V2";"checked";"eng"
"betatron_N";"checked";"eng"
"bete_noire_N";"checked";"eng"
"betel_1_N";"checked";"eng"
"betel_2_N";"checked";"eng"
"betel_nut_N";"checked";"eng"
"beth_N";"checked";"eng"
"bethel_N";"checked";"eng"
"bethink_1_V2";"checked";"eng"
"bethink_2_V2";"checked";"eng"
"bethune_PN";"checked";"eng"
"betide_V2";"checked";"eng"
"betimes_Adv";"checked";"eng"
"betoken_1_V2";"checked";"eng"
"betoken_2_V2";"checked";"eng"
"betray_1_V2";"checked";"eng"
"betray_2_V2";"checked";"eng"
"betray_3_V2";"checked";"eng"
"betray_4_V2";"checked";"eng"
"betray_5_V2";"checked";"eng"
"betray_6_V2";"checked";"eng"
"betrayal_1_N";"checked";"eng"
"betrayal_2_N";"checked";"eng"
"betrayer_1_N";"checked";"eng"
"betrayer_2_N";"checked";"eng"
"betroth_V2";"checked";"eng"
"betrothal_1_N";"checked";"eng"
"betrothal_2_N";"checked";"eng"
"betrothedFem_N";"checked";"eng"
"betrothedMasc_N";"checked";"eng"
"betsy_PN";"checked";"eng"
"better_1_A";"checked";"eng"
"better_2_A";"checked";"eng"
"better_4_A";"checked";"eng"
"better_5_A";"checked";"eng"
"better_AdV";"checked";"eng"
"better_1_Adv";"checked";"eng"
"better_2_Adv";"checked";"eng"
"better_1_N";"checked";"eng"
"better_2_N";"checked";"eng"
"better_3_N";"checked";"eng"
"better_4_N";"checked";"eng"
"better_1_V2";"checked";"eng"
"better_2_V2";"checked";"eng"
"better_3_V";"checked";"eng"
"bettering_A";"checked";"eng"
"betterment_1_N";"checked";"eng"
"betterment_2_N";"checked";"eng"
"betterment_3_N";"checked";"eng"
"bettong_N";"checked";"eng"
"bettor_N";"checked";"eng"
"betty_PN";"checked";"eng"
"betulaceous_A";"checked";"eng"
"between_1_Adv";"checked";"eng"
"between_2_Adv";"checked";"eng"
"between_Prep";"checked";"eng"
"betwixen_Prep";"checked";"eng"
"betwixt_Prep";"checked";"eng"
"bevatron_N";"checked";"eng"
"bevel_1_N";"checked";"eng"
"bevel_2_N";"checked";"eng"
"bevel_V2";"checked";"eng"
"beverage_N";"checked";"eng"
"beverley_PN";"checked";"eng"
"bevy_1_N";"checked";"eng"
"bevy_2_N";"checked";"eng"
"bewail_V2";"checked";"eng"
"beware_V";"checked";"eng"
"bewdley_PN";"checked";"eng"
"bewilder_1_V2";"checked";"eng"
"bewilder_2_V2";"checked";"eng"
"bewilderedly_Adv";"checked";"eng"
"bewildering_A";"checked";"eng"
"bewilderment_N";"checked";"eng"
"bewitch_1_V2";"checked";"eng"
"bewitch_2_V2";"checked";"eng"
"bewitch_3_V2";"checked";"eng"
"bewitchery_N";"checked";"eng"
"bewitching_A";"checked";"eng"
"bexhill_PN";"checked";"eng"
"bexley_PN";"checked";"eng"
"bey_1_N";"checked";"eng"
"bey_2_N";"checked";"eng"
"beyond_1_Adv";"checked";"eng"
"beyond_2_Adv";"checked";"eng"
"beyond_3_Adv";"checked";"eng"
"beyond_Prep";"checked";"eng"
"bezant_1_N";"checked";"eng"
"bezel_N";"checked";"eng"
"bezique_N";"checked";"eng"
"bgcolor_N";"checked";"eng"
"bhakti_N";"checked";"eng"
"bhang_N";"checked";"eng"
"bhutan_PN";"checked";"eng"
"bhutani_A";"checked";"eng"
"bhutani_N";"checked";"eng"
"bialy_N";"checked";"eng"
"biannually_Adv";"checked";"eng"
"bias_A";"checked";"eng"
"bias_1_N";"checked";"eng"
"bias_2_N";"checked";"eng"
"bias_1_V2";"checked";"eng"
"bias_2_V2";"checked";"eng"
"biauricular_A";"checked";"eng"
"biaxial_1_A";"checked";"eng"
"bib_1_N";"checked";"eng"
"bib_2_N";"checked";"eng"
"bib_V";"checked";"eng"
"bibbed_A";"checked";"eng"
"bible_1_N";"checked";"eng"
"bible_2_N";"checked";"eng"
"bibless_A";"checked";"eng"
"biblical_1_A";"checked";"eng"
"biblical_2_A";"checked";"eng"
"bibliographer_N";"checked";"eng"
"bibliographic_1_A";"checked";"eng"
"bibliography_N";"checked";"eng"
"bibliolatrous_A";"checked";"eng"
"bibliolatry_N";"checked";"eng"
"bibliomania_N";"checked";"eng"
"bibliomaniacal_A";"checked";"eng"
"bibliophile_N";"checked";"eng"
"bibliophilic_A";"checked";"eng"
"bibliopole_N";"checked";"eng"
"bibliopolic_A";"checked";"eng"
"bibliotheca_N";"checked";"eng"
"bibliothecal_A";"checked";"eng"
"bibliotic_A";"checked";"eng"
"bibliotics_N";"checked";"eng"
"bibliotist_N";"checked";"eng"
"bibulous_A";"checked";"eng"
"bicameral_1_A";"checked";"eng"
"bicameral_2_A";"checked";"eng"
"bicapsular_A";"checked";"eng"
"bicarbonate_N";"checked";"eng"
"bicentenary_N";"checked";"eng"
"bicentennial_A";"checked";"eng"
"bicentennial_N";"checked";"eng"
"bicentric_A";"checked";"eng"
"bicephalous_A";"checked";"eng"
"biceps_N";"checked";"eng"
"bicester_PN";"checked";"eng"
"bichromate_1_N";"checked";"eng"
"bichromated_A";"checked";"eng"
"bicipital_A";"checked";"eng"
"bicker_N";"checked";"eng"
"bicker_V";"checked";"eng"
"bicolor_1_A";"checked";"eng"
"biconcave_A";"checked";"eng"
"biconvex_A";"checked";"eng"
"bicorn_1_A";"checked";"eng"
"bicorn_1_N";"checked";"eng"
"bicuspid_A";"checked";"eng"
"bicycle_N";"checked";"eng"
"bicycle_V";"checked";"eng"
"bicyclic_A";"checked";"eng"
"bicycling_N";"checked";"eng"
"bicylindrical_A";"checked";"eng"
"bid_1_N";"checked";"eng"
"bid_2_N";"checked";"eng"
"bid_3_N";"checked";"eng"
"bid_4_N";"checked";"eng"
"bid_5_V";"checked";"eng"
