function;status;langcode
"garden_3_N";"checked";"eng"
"garden_V";"checked";"eng"
"garden_truck_N";"checked";"eng"
"gardenerFem_1_N";"checked";"eng"
"gardenerFem_2_N";"checked";"eng"
"gardenerMasc_1_N";"checked";"eng"
"gardenerMasc_2_N";"checked";"eng"
"gardenia_N";"checked";"eng"
"gardening_N";"checked";"eng"
"gareth_PN";"checked";"eng"
"garforth_PN";"checked";"eng"
"garganey_N";"checked";"eng"
"gargantuan_A";"checked";"eng"
"gargle_1_N";"checked";"eng"
"gargle_2_N";"checked";"eng"
"gargle_1_V";"checked";"eng"
"gargle_2_V";"checked";"eng"
"gargle_1_V2";"checked";"eng"
"gargoyle_1_N";"checked";"eng"
"gargoyle_2_N";"checked";"eng"
"garibaldi_1_PN";"checked";"eng"
"garibaldi_2_N";"checked";"eng"
"garish_A";"checked";"eng"
"garishness_1_N";"checked";"eng"
"garishness_2_N";"checked";"eng"
"garland_1_PN";"checked";"eng"
"garland_2_PN";"checked";"eng"
"garland_3_N";"checked";"eng"
"garland_4_N";"checked";"eng"
"garland_V2";"checked";"eng"
"garlic_1_N";"checked";"eng"
"garlic_2_N";"checked";"eng"
"garlicky_A";"checked";"eng"
"garment_N";"checked";"eng"
"garmentmaker_N";"checked";"eng"
"garner_N";"checked";"eng"
"garner_1_V2";"checked";"eng"
"garner_2_V2";"checked";"eng"
"garner_3_V2";"checked";"eng"
"garnet_N";"checked";"eng"
"garnierite_N";"checked";"eng"
"garnish_1_N";"checked";"eng"
"garnish_2_N";"checked";"eng"
"garnish_1_V2";"checked";"eng"
"garnish_2_V2";"checked";"eng"
"garnishee_N";"checked";"eng"
"garnishment_N";"checked";"eng"
"garret_N";"checked";"eng"
"garrison_1_N";"checked";"eng"
"garrison_2_PN";"checked";"eng"
"garrison_3_N";"checked";"eng"
"garrison_V2";"checked";"eng"
"garroter_1_N";"checked";"eng"
"garrotte_N";"checked";"eng"
"garrotte_1_V2";"checked";"eng"
"garrowhill_PN";"checked";"eng"
"garrulity_N";"checked";"eng"
"garrulous_A";"checked";"eng"
"garter_N";"checked";"eng"
"gary_PN";"checked";"eng"
"gas_1_N";"checked";"eng"
"gas_2_N";"checked";"eng"
"gas_3_N";"checked";"eng"
"gas_4_N";"checked";"eng"
"gas_5_N";"checked";"eng"
"gas_6_N";"checked";"eng"
"gas_2_V";"checked";"eng"
"gas_1_V2";"checked";"eng"
"gas_2_V2";"checked";"eng"
"gas_bracket_N";"checked";"eng"
"gas_cooker_N";"checked";"eng"
"gas_engine_N";"checked";"eng"
"gas_fitter_N";"checked";"eng"
"gas_helmet_N";"checked";"eng"
"gas_holder_N";"checked";"eng"
"gas_mask_N";"checked";"eng"
"gas_meter_N";"checked";"eng"
"gas_oven_1_N";"checked";"eng"
"gas_oven_2_N";"checked";"eng"
"gas_ring_N";"checked";"eng"
"gas_station_N";"checked";"eng"
"gas_stove_N";"checked";"eng"
"gasbag_1_N";"checked";"eng"
"gasbag_2_N";"checked";"eng"
"gaseous_A";"checked";"eng"
"gaseousness_N";"checked";"eng"
"gasfield_N";"checked";"eng"
"gash_1_N";"checked";"eng"
"gash_2_N";"checked";"eng"
"gash_3_N";"checked";"eng"
"gash_V2";"checked";"eng"
"gasification_N";"checked";"eng"
"gasify_V";"checked";"eng"
"gasket_N";"checked";"eng"
"gaskin_N";"checked";"eng"
"gaslight_N";"checked";"eng"
"gasman_N";"checked";"eng"
"gasohol_N";"checked";"eng"
"gasoline_N";"checked";"eng"
"gasometer_1_N";"checked";"eng"
"gasometer_2_N";"checked";"eng"
"gasp_N";"checked";"eng"
"gasp_V";"checked";"eng"
"gassing_1_N";"checked";"eng"
"gassing_2_N";"checked";"eng"
"gassy_1_A";"checked";"eng"
"gassy_2_A";"checked";"eng"
"gasteromycete_1_N";"checked";"eng"
"gastrectomy_N";"checked";"eng"
"gastric_A";"checked";"eng"
"gastrin_N";"checked";"eng"
"gastritis_N";"checked";"eng"
"gastrocnemius_N";"checked";"eng"
"gastroduodenal_A";"checked";"eng"
"gastroenteritis_N";"checked";"eng"
"gastroenterologistFem_N";"checked";"eng"
"gastroenterologistMasc_N";"checked";"eng"
"gastroenterology_N";"checked";"eng"
"gastroenterostomy_N";"checked";"eng"
"gastroesophageal_A";"checked";"eng"
"gastrogavage_N";"checked";"eng"
"gastrointestinal_A";"checked";"eng"
"gastromy_N";"checked";"eng"
"gastronomic_1_A";"checked";"eng"
"gastronomy_1_N";"checked";"eng"
"gastronomy_2_N";"checked";"eng"
"gastropod_N";"checked";"eng"
"gastroscope_N";"checked";"eng"
"gastroscopy_N";"checked";"eng"
"gastrostomy_N";"checked";"eng"
"gastrula_N";"checked";"eng"
"gastrulation_N";"checked";"eng"
"gasworks_N";"checked";"eng"
"gat_N";"checked";"eng"
"gate_1_N";"checked";"eng"
"gate_2_N";"checked";"eng"
"gate_3_N";"checked";"eng"
"gate_4_N";"checked";"eng"
"gate_1_V2";"checked";"eng"
"gate_2_V2";"checked";"eng"
"gate_3_V2";"checked";"eng"
"gateau_N";"checked";"eng"
"gatecrash_V2";"checked";"eng"
"gatecrasher_N";"checked";"eng"
"gatehouse_N";"checked";"eng"
"gatekeeper_1_N";"checked";"eng"
"gatekeeper_2_N";"checked";"eng"
"gatepost_N";"checked";"eng"
"gateshead_PN";"checked";"eng"
"gateway_N";"checked";"eng"
"gather_1_N";"checked";"eng"
"gather_2_N";"checked";"eng"
"gather_2_V";"checked";"eng"
"gather_3_V";"checked";"eng"
"gather_1_V2";"checked";"eng"
"gather_5_V2";"checked";"eng"
"gather_6_V2";"checked";"eng"
"gather_7_V2";"checked";"eng"
"gather_8_V2";"checked";"eng"
"gather_9_V2";"checked";"eng"
"gather_VS";"checked";"eng"
"gatherer_1_N";"checked";"eng"
"gatherer_2_N";"checked";"eng"
"gathering_1_N";"checked";"eng"
"gathering_2_N";"checked";"eng"
"gathering_3_N";"checked";"eng"
"gathering_4_N";"checked";"eng"
"gatt_N";"checked";"eng"
"gauche_A";"checked";"eng"
"gaucherie_1_N";"checked";"eng"
"gaucherie_2_N";"checked";"eng"
"gaucho_N";"checked";"eng"
"gaud_N";"checked";"eng"
"gaudery_N";"checked";"eng"
"gaudy_1_A";"checked";"eng"
"gaudy_2_A";"checked";"eng"
"gaudy_N";"checked";"eng"
"gauge_1_N";"checked";"eng"
"gauge_2_N";"checked";"eng"
"gauge_3_N";"checked";"eng"
"gauge_4_N";"checked";"eng"
"gauge_5_N";"checked";"eng"
"gauge_1_V2";"checked";"eng"
"gauge_2_V2";"checked";"eng"
"gauge_3_V2";"checked";"eng"
"gauge_4_V2";"checked";"eng"
"gauge_5_V2";"checked";"eng"
"gauge_6_V2";"checked";"eng"
"gaul_1_N";"checked";"eng"
"gaul_2_N";"checked";"eng"
"gaul_PN";"checked";"eng"
"gaumless_A";"checked";"eng"
"gaunt_A";"checked";"eng"
"gauntlet_1_N";"checked";"eng"
"gauntlet_2_N";"checked";"eng"
"gauntlet_3_N";"checked";"eng"
"gauntlet_4_N";"checked";"eng"
"gauntleted_A";"checked";"eng"
"gauntness_N";"checked";"eng"
"gaur_N";"checked";"eng"
"gauss_1_N";"checked";"eng"
"gauss_2_PN";"checked";"eng"
"gauze_1_N";"checked";"eng"
"gauze_2_N";"checked";"eng"
"gauzy_A";"checked";"eng"
"gavel_N";"checked";"eng"
"gavial_N";"checked";"eng"
"gavin_PN";"checked";"eng"
"gavotte_1_N";"checked";"eng"
"gavotte_2_N";"checked";"eng"
"gawk_N";"checked";"eng"
"gawker_N";"checked";"eng"
"gawkiness_N";"checked";"eng"
"gawky_A";"checked";"eng"
"gawp_1_V";"checked";"eng"
"gay_1_A";"checked";"eng"
"gay_2_A";"checked";"eng"
"gay_3_A";"checked";"eng"
"gay_4_A";"checked";"eng"
"gay_5_A";"checked";"eng"
"gay_6_A";"checked";"eng"
"gay_N";"checked";"eng"
"gayal_N";"checked";"eng"
"gayness_N";"checked";"eng"
"gazania_N";"checked";"eng"
"gaze_N";"checked";"eng"
"gaze_V";"checked";"eng"
"gazebo_N";"checked";"eng"
"gazelle_N";"checked";"eng"
"gazette_N";"checked";"eng"
"gazette_V2";"checked";"eng"
"gazetteer_1_N";"checked";"eng"
"gazetteer_2_N";"checked";"eng"
"gazpacho_N";"checked";"eng"
"gazump_1_V";"checked";"eng"
"gazump_2_V";"checked";"eng"
"gazump_1_V2";"checked";"eng"
"gazump_2_V2";"checked";"eng"
"gb_1_PN";"checked";"eng"
"gb_2_PN";"checked";"eng"
"gb_3_PN";"checked";"eng"
"gb_4_PN";"checked";"eng"
"gb_5_PN";"checked";"eng"
"gb_6_PN";"checked";"eng"
"gcse_N";"checked";"eng"
"gcses_N";"checked";"eng"
"gdansk_PN";"checked";"eng"
"gdn_PN";"checked";"eng"
"gdns_PN";"checked";"eng"
"gean_N";"checked";"eng"
"gear_1_N";"checked";"eng"
"gear_2_N";"checked";"eng"
"gear_3_N";"checked";"eng"
"gear_4_N";"checked";"eng"
"gear_V2";"checked";"eng"
"gear_case_N";"checked";"eng"
"gear_to_V2";"checked";"eng"
"gear_towards_V2";"checked";"eng"
"gear_up_V";"checked";"eng"
"gearbox_1_N";"checked";"eng"
"gearing_N";"checked";"eng"
"gearset_N";"checked";"eng"
"gearshift_N";"checked";"eng"
"gecko_N";"checked";"eng"
"gee_gee_N";"checked";"eng"
"geebung_N";"checked";"eng"
"geek_1_N";"checked";"eng"
"geek_2_N";"checked";"eng"
"geek_out_V";"checked";"eng"
"geezer_N";"checked";"eng"
"geiger_PN";"checked";"eng"
"geisha_N";"checked";"eng"
"gel_1_N";"checked";"eng"
"gel_2_N";"checked";"eng"
"gel_3_N";"checked";"eng"
"gel_1_V";"checked";"eng"
"gel_2_V";"checked";"eng"
"gelatin_1_N";"checked";"eng"
"gelatin_2_N";"checked";"eng"
"gelatin_3_N";"checked";"eng"
"gelatine_N";"checked";"eng"
"gelatinous_A";"checked";"eng"
"gelatinousness_1_N";"checked";"eng"
"geld_V2";"checked";"eng"
"gelding_N";"checked";"eng"
"gelechiid_N";"checked";"eng"
"gelignite_N";"checked";"eng"
"gelligaer_PN";"checked";"eng"
"gelsenkirchen_PN";"checked";"eng"
"gem_1_N";"checked";"eng"
"gem_2_N";"checked";"eng"
"gem_3_N";"checked";"eng"
"gem_4_N";"checked";"eng"
"gem_5_N";"checked";"eng"
"gemfibrozil_N";"checked";"eng"
"geminate_N";"checked";"eng"
"gemination_1_N";"checked";"eng"
"gemination_2_N";"checked";"eng"
"gemini_N";"checked";"eng"
"gemini_2_PN";"checked";"eng"
"gemini_3_PN";"checked";"eng"
"gemma_N";"checked";"eng"
"gemmed_A";"checked";"eng"
"gemmiferous_A";"checked";"eng"
"gemmule_N";"checked";"eng"
"gempylid_N";"checked";"eng"
"gemsbok_1_N";"checked";"eng"
"gen_N";"checked";"eng"
"gen_PN";"checked";"eng"
"gen_V2";"checked";"eng"
"gendarme_N";"checked";"eng"
"gendarmerie_1_N";"checked";"eng"
"gender_1_N";"checked";"eng"
"gender_2_N";"checked";"eng"
"gene_N";"checked";"eng"
"gene_PN";"checked";"eng"
"genealogic_A";"checked";"eng"
"genealogical_A";"checked";"eng"
"genealogist_N";"checked";"eng"
"genealogy_1_N";"checked";"eng"
"genealogy_2_N";"checked";"eng"
"general_1_A";"checked";"eng"
"general_2_A";"checked";"eng"
"general_3_A";"checked";"eng"
"general_4_A";"checked";"eng"
"general_5_A";"checked";"eng"
"general_6_A";"checked";"eng"
"general_1_N";"checked";"eng"
"general_2_N";"checked";"eng"
"general_3_N";"checked";"eng"
"generalissimo_N";"checked";"eng"
"generality_1_N";"checked";"eng"
"generality_2_N";"checked";"eng"
"generalization_1_N";"checked";"eng"
"generalization_2_N";"checked";"eng"
"generalization_3_N";"checked";"eng"
"generalization_4_N";"checked";"eng"
"generalize_1_V";"checked";"eng"
"generalize_2_V";"checked";"eng"
"generalize_4_V";"checked";"eng"
"generalize_1_V2";"checked";"eng"
"generalize_2_V2";"checked";"eng"
"generalize_3_V2";"checked";"eng"
"generally_1_AdV";"checked";"eng"
"generally_2_Adv";"checked";"eng"
"generally_3_Adv";"checked";"eng"
"generalship_1_N";"checked";"eng"
"generalship_2_N";"checked";"eng"
"generate_1_V2";"checked";"eng"
"generate_2_V2";"checked";"eng"
"generate_3_V2";"checked";"eng"
"generate_4_V2";"checked";"eng"
"generation_1_N";"checked";"eng"
"generation_2_N";"checked";"eng"
"generation_3_N";"checked";"eng"
"generation_4_N";"checked";"eng"
"generation_5_N";"checked";"eng"
"generation_6_N";"checked";"eng"
"generation_7_N";"checked";"eng"
"generational_A";"checked";"eng"
"generative_1_A";"checked";"eng"
"generative_2_A";"checked";"eng"
"generator_1_N";"checked";"eng"
"generator_2_N";"checked";"eng"
"generator_3_N";"checked";"eng"
"generator_4_N";"checked";"eng"
"generic_1_A";"checked";"eng"
"generic_2_A";"checked";"eng"
"generic_3_A";"checked";"eng"
"generic_1_N";"checked";"eng"
"generic_2_N";"checked";"eng"
"generosity_1_N";"checked";"eng"
"generosity_2_N";"checked";"eng"
"generous_1_A";"checked";"eng"
"generous_2_A";"checked";"eng"
"generous_3_A";"checked";"eng"
"genesis_1_N";"checked";"eng"
"genesis_2_N";"checked";"eng"
"genet_1_PN";"checked";"eng"
"genet_2_PN";"checked";"eng"
"genet_3_N";"checked";"eng"
"genetic_1_A";"checked";"eng"
"genetic_2_A";"checked";"eng"
"genetic_3_A";"checked";"eng"
"genetic_4_A";"checked";"eng"
"geneticism_N";"checked";"eng"
"geneticist_N";"checked";"eng"
"genetics_N";"checked";"eng"
"geneva_N";"checked";"eng"
"geneva_PN";"checked";"eng"
"genial_1_A";"checked";"eng"
"genial_2_A";"checked";"eng"
"genial_3_A";"checked";"eng"
"geniality_N";"checked";"eng"
"genic_A";"checked";"eng"
"geniculate_A";"checked";"eng"
"genie_N";"checked";"eng"
"genip_1_N";"checked";"eng"
"genip_2_N";"checked";"eng"
"genipa_N";"checked";"eng"
"genipap_N";"checked";"eng"
"genital_A";"checked";"eng"
"genitalia_N";"checked";"eng"
"genitive_A";"checked";"eng"
"genitive_N";"checked";"eng"
"genitor_N";"checked";"eng"
"genitourinary_A";"checked";"eng"
"genius_1_N";"checked";"eng"
"genius_2_N";"checked";"eng"
"genius_3_N";"checked";"eng"
"genius_4_N";"checked";"eng"
"genius_5_N";"checked";"eng"
"genius_loci_1_N";"checked";"eng"
"genius_loci_2_N";"checked";"eng"
"genlisea_N";"checked";"eng"
"genoa_PN";"checked";"eng"
"genocide_N";"checked";"eng"
"genoise_N";"checked";"eng"
"genome_N";"checked";"eng"
"genomics_N";"checked";"eng"
"genotype_1_N";"checked";"eng"
"genotype_2_N";"checked";"eng"
"genotypical_1_A";"checked";"eng"
"genova_PN";"checked";"eng"
"genre_1_N";"checked";"eng"
"genre_2_N";"checked";"eng"
"genre_3_N";"checked";"eng"
"genre_4_N";"checked";"eng"
"genre_painting_N";"checked";"eng"
"gent_1_N";"checked";"eng"
"gent_2_N";"checked";"eng"
"gent_3_PN";"checked";"eng"
"gentamicin_N";"checked";"eng"
"genteel_A";"checked";"eng"
"gentian_N";"checked";"eng"
"gentianella_1_N";"checked";"eng"
"gentianella_2_N";"checked";"eng"
"gentile_A";"checked";"eng"
"gentile_1_N";"checked";"eng"
"gentile_2_N";"checked";"eng"
"gentile_3_N";"checked";"eng"
"gentile_4_N";"checked";"eng"
"gentility_N";"checked";"eng"
"gentle_1_A";"checked";"eng"
"gentle_2_A";"checked";"eng"
"gentle_3_A";"checked";"eng"
"gentle_4_A";"checked";"eng"
"gentle_5_A";"checked";"eng"
"gentle_6_A";"checked";"eng"
"gentle_7_A";"checked";"eng"
"gentlefolk_N";"checked";"eng"
"gentleman_1_N";"checked";"eng"
"gentleman_2_N";"checked";"eng"
"gentleman_at_arms_N";"checked";"eng"
"gentlemanlike_A";"checked";"eng"
"gentlemanly_A";"checked";"eng"
"gentleness_1_N";"checked";"eng"
"gentleness_2_N";"checked";"eng"
"gentlewoman_N";"checked";"eng"
"gentrification_N";"checked";"eng"
"gentry_N";"checked";"eng"
"genuflect_1_V";"checked";"eng"
"genuflect_2_V";"checked";"eng"
"genuflection_N";"checked";"eng"
"genuine_1_A";"checked";"eng"
"genuine_2_A";"checked";"eng"
"genuine_3_A";"checked";"eng"
"genuineness_1_N";"checked";"eng"
"genuineness_2_N";"checked";"eng"
"genus_1_N";"checked";"eng"
"genus_2_N";"checked";"eng"
"geocentric_A";"checked";"eng"
"geochemistry_N";"checked";"eng"
"geode_N";"checked";"eng"
"geodesic_N";"checked";"eng"
"geodesy_N";"checked";"eng"
"geodetic_1_A";"checked";"eng"
"geoduck_N";"checked";"eng"
"geoff_PN";"checked";"eng"
"geoffrey_PN";"checked";"eng"
"geographer_N";"checked";"eng"
"geographic_1_A";"checked";"eng"
"geographic_2_A";"checked";"eng"
"geographical_1_A";"checked";"eng"
"geographical_2_A";"checked";"eng"
"geography_N";"checked";"eng"
"geologic_A";"checked";"eng"
"geological_A";"checked";"eng"
"geologistFem_N";"checked";"eng"
"geologistMasc_N";"checked";"eng"
"geology_N";"checked";"eng"
"geomancer_N";"checked";"eng"
"geomancy_N";"checked";"eng"
"geometer_N";"checked";"eng"
"geometric_1_A";"checked";"eng"
"geometric_2_A";"checked";"eng"
"geometrical_1_A";"checked";"eng"
"geometrical_2_A";"checked";"eng"
"geometrid_N";"checked";"eng"
"geometry_N";"checked";"eng"
"geomorphologic_1_A";"checked";"eng"
"geophagy_1_N";"checked";"eng"
"geophysical_A";"checked";"eng"
"geophysicist_N";"checked";"eng"
"geophysics_N";"checked";"eng"
"geophyte_N";"checked";"eng"
"geophytic_A";"checked";"eng"
"geopolitical_A";"checked";"eng"
"geopolitics_N";"checked";"eng"
"geordie_1_N";"checked";"eng"
"geordie_2_N";"checked";"eng"
"george_1_PN";"checked";"eng"
"george_2_PN";"checked";"eng"
"george_3_PN";"checked";"eng"
"george_4_PN";"checked";"eng"
"george_5_PN";"checked";"eng"
"george_6_PN";"checked";"eng"
"george_7_PN";"checked";"eng"
"georgette_N";"checked";"eng"
"georgia_1_PN";"checked";"eng"
"georgia_2_PN";"checked";"eng"
"georgia_3_PN";"checked";"eng"
"georgian_1_A";"checked";"eng"
"georgian_2_A";"checked";"eng"
"georgian_3_A";"checked";"eng"
"georgian_4_A";"checked";"eng"
"georgian_1_N";"checked";"eng"
"georgian_2_N";"checked";"eng"
"georgian_3_N";"checked";"eng"
"georgie_PN";"checked";"eng"
"geostationary_A";"checked";"eng"
"geostrategic_A";"checked";"eng"
"geostrategy_N";"checked";"eng"
"geosynchronous_A";"checked";"eng"
"geothermal_1_A";"checked";"eng"
"geotropism_N";"checked";"eng"
"gerald_PN";"checked";"eng"
"geraldine_PN";"checked";"eng"
"geranium_N";"checked";"eng"
"gerard_PN";"checked";"eng"
"gerardia_N";"checked";"eng"
"gerbil_1_N";"checked";"eng"
"gerenuk_N";"checked";"eng"
"geriatric_1_A";"checked";"eng"
"geriatric_2_A";"checked";"eng"
"geriatrician_N";"checked";"eng"
"geriatrics_N";"checked";"eng"
"germ_1_N";"checked";"eng"
"germ_2_N";"checked";"eng"
"germ_3_N";"checked";"eng"
"germanFem_N";"checked";"eng"
"germanMasc_N";"checked";"eng"
"german_N";"checked";"eng"
"german_A";"checked";"eng"
"germander_N";"checked";"eng"
"germane_A";"checked";"eng"
"germaneness_N";"checked";"eng"
"germanic_1_A";"checked";"eng"
"germanic_2_A";"checked";"eng"
"germanite_N";"checked";"eng"
"germanium_N";"checked";"eng"
"germany_PN";"checked";"eng"
"germfree_A";"checked";"eng"
"germicide_N";"checked";"eng"
"germinal_A";"checked";"eng"
"germinate_1_V";"checked";"eng"
"germinate_2_V2";"checked";"eng"
"germinate_3_V2";"checked";"eng"
"germination_1_N";"checked";"eng"
"germination_2_N";"checked";"eng"
"germy_A";"checked";"eng"
"gerontocracy_N";"checked";"eng"
"gerontologist_N";"checked";"eng"
"gerontology_N";"checked";"eng"
"gerry_PN";"checked";"eng"
"gerrymander_N";"checked";"eng"
"gerrymander_V2";"checked";"eng"
"gertie_PN";"checked";"eng"
"gertrude_PN";"checked";"eng"
"gerund_N";"checked";"eng"
"gerundial_A";"checked";"eng"
"gesneria_N";"checked";"eng"
"gesneriad_N";"checked";"eng"
"gesso_N";"checked";"eng"
"gestalt_N";"checked";"eng"
"gestapo_N";"checked";"eng"
"gestation_1_N";"checked";"eng"
"gestation_2_N";"checked";"eng"
"gestation_3_N";"checked";"eng"
"gestational_A";"checked";"eng"
"gesticulate_V";"checked";"eng"
"gesticulation_N";"checked";"eng"
"gestural_1_A";"checked";"eng"
"gestural_2_A";"checked";"eng"
"gesture_1_N";"checked";"eng"
"gesture_2_N";"checked";"eng"
"gesture_3_N";"checked";"eng"
"gesture_V";"checked";"eng"
"get_N";"checked";"eng"
"get_1_V2";"guessed";"eng"
"get_3_V2";"guessed";"eng"
"get_4_V2";"guessed";"eng"
"get_6_V2";"guessed";"eng"
"get_7_V2";"guessed";"eng"
"get_8_V2";"guessed";"eng"
"get_9_V2";"guessed";"eng"
"get_11_V2";"guessed";"eng"
"get_12_V2";"guessed";"eng"
"get_13_V2";"guessed";"eng"
"get_14_V2";"guessed";"eng"
"get_16_V";"guessed";"eng"
"get_17_V2";"guessed";"eng"
"get_18_V2";"guessed";"eng"
"get_19_V2";"guessed";"eng"
"get_20_V2";"guessed";"eng"
"get_21_V2";"guessed";"eng"
"get_22_V2";"guessed";"eng"
"get_23_V2";"guessed";"eng"
"get_24_V2";"guessed";"eng"
"get_25_V2";"guessed";"eng"
"get_26_V2";"guessed";"eng"
"get_27_V2";"guessed";"eng"
"get_28_V2";"guessed";"eng"
"get_29_V2";"guessed";"eng"
"get_30_V2";"guessed";"eng"
"get_31_V2";"guessed";"eng"
"get_32_V2";"guessed";"eng"
"get_33_V2";"guessed";"eng"
"get_35_V2";"guessed";"eng"
"get_36_V2";"guessed";"eng"
"get_V2A";"guessed";"eng"
"get_10_V2V";"checked";"eng"
"get_26_V2V";"checked";"eng"
"get_2_VA";"guessed";"eng"
"get_3_VA";"guessed";"eng"
"get_7_VA";"guessed";"eng"
"get_2_VV";"checked";"eng"
"get_26_VV";"checked";"eng"
"get_34_VV";"checked";"eng"
"get_above_V2";"checked";"eng"
"get_across_2_V";"checked";"eng"
"get_across_1_V2";"checked";"eng"
"get_across_2_V2";"checked";"eng"
"get_across_3_V2";"checked";"eng"
"get_across_to_V2";"checked";"eng"
"get_after_V2";"checked";"eng"
"get_ahead_V";"checked";"eng"
"get_ahead_of_V2";"checked";"eng"
"get_along_1_V";"checked";"eng"
"get_along_2_V";"checked";"eng"
"get_along_3_V";"checked";"eng"
"get_along_with_V2";"checked";"eng"
"get_around_1_V";"checked";"eng"
"get_around_3_V";"checked";"eng"
"get_around_4_V";"checked";"eng"
"get_around_2_V2";"checked";"eng"
"get_around_3_V2";"checked";"eng"
"get_around_to_V2";"checked";"eng"
"get_at_1_V2";"checked";"eng"
"get_at_2_V2";"checked";"eng"
"get_at_3_V2";"checked";"eng"
"get_at_able_1_A";"checked";"eng"
"get_away_1_V";"checked";"eng"
"get_away_3_V";"checked";"eng"
"get_away_from_V2";"checked";"eng"
"get_away_with_V2";"checked";"eng"
"get_back_2_V";"checked";"eng"
"get_back_3_V";"checked";"eng"
"get_back_1_V2";"checked";"eng"
"get_back_at_V2";"checked";"eng"
"get_back_into_V2";"checked";"eng"
"get_back_to_V2";"checked";"eng"
"get_back_together_V";"checked";"eng"
"get_behind_V";"checked";"eng"
"get_behind_with_V2";"checked";"eng"
"get_by_V";"checked";"eng"
"get_by_V2";"checked";"eng"
"get_by_on_V2";"checked";"eng"
"get_by_with_V2";"checked";"eng"
"get_down_1_V";"checked";"eng"
"get_down_3_V";"checked";"eng"
"get_down_6_V";"checked";"eng"
"get_down_3_V2";"checked";"eng"
"get_down_4_V2";"checked";"eng"
"get_down_5_V2";"checked";"eng"
"get_down_6_V2";"checked";"eng"
"get_down_on_V2";"checked";"eng"
"get_down_to_V2";"checked";"eng"
"get_down_to_VV";"checked";"eng"
"get_drunk_V";"checked";"eng"
"get_even_1_V";"checked";"eng"
"get_even_2_V";"checked";"eng"
"get_in_3_V";"checked";"eng"
"get_in_4_V";"checked";"eng"
"get_in_1_V2";"checked";"eng"
"get_in_2_V2";"checked";"eng"
"get_in_3_V2";"checked";"eng"
"get_in_V3";"checked";"eng"
"get_in_on_V2";"checked";"eng"
"get_in_with_V2";"checked";"eng"
"get_into_1_V2";"checked";"eng"
"get_into_2_V2";"checked";"eng"
"get_into_3_V2";"checked";"eng"
"get_into_4_V2";"checked";"eng"
"get_into_5_V2";"checked";"eng"
"get_it_1_V";"checked";"eng"
"get_it_2_V";"checked";"eng"
"get_it_off_V";"checked";"eng"
"get_it_off_with_V2";"checked";"eng"
"get_it_on_V";"checked";"eng"
"get_it_on_with_V2";"checked";"eng"
"get_it_together_V";"checked";"eng"
"get_it_up_V";"checked";"eng"
"get_off_1_V";"checked";"eng"
"get_off_2_V";"checked";"eng"
"get_off_6_V";"checked";"eng"
"get_off_7_V";"checked";"eng"
"get_off_8_V";"checked";"eng"
"get_off_10_V";"checked";"eng"
"get_off_1_V2";"checked";"eng"
"get_off_2_V2";"checked";"eng"
"get_off_3_V2";"checked";"eng"
"get_off_4_V2";"checked";"eng"
"get_off_7_V2";"checked";"eng"
"get_off_8_V2";"checked";"eng"
"get_off_9_V2";"checked";"eng"
"get_off_11_V2";"checked";"eng"
"get_off_it_V2";"checked";"eng"
"get_off_on_V2";"checked";"eng"
"get_off_with_V2";"checked";"eng"
"get_on_2_V2";"checked";"eng"
"get_on_3_V2";"checked";"eng"
"get_on_4_V2";"checked";"eng"
"get_on_1_V";"checked";"eng"
"get_on_2_V";"checked";"eng"
"get_on_5_V";"checked";"eng"
"get_on_6_V";"checked";"eng"
"get_on_7_V";"checked";"eng"
"get_on_at_V2";"checked";"eng"
"get_on_for_V2";"checked";"eng"
"get_on_to_V2";"checked";"eng"
"get_on_with_V2";"checked";"eng"
"get_onto_V2";"checked";"eng"
"get_out_1_V";"checked";"eng"
"get_out_6_V";"checked";"eng"
"get_out_7_V";"checked";"eng"
"get_out_2_V2";"checked";"eng"
"get_out_4_V2";"checked";"eng"
"get_out_5_V2";"checked";"eng"
"get_out_of_V2";"checked";"eng"
"get_over_1_V2";"checked";"eng"
"get_over_2_V2";"checked";"eng"
"get_over_4_V2";"checked";"eng"
"get_over_with_V2";"checked";"eng"
"get_round_V";"checked";"eng"
"get_round_1_V2";"checked";"eng"
"get_round_2_V2";"checked";"eng"
"get_round_3_V2";"checked";"eng"
"get_round_VV";"checked";"eng"
"get_through_2_V";"checked";"eng"
"get_through_5_V";"checked";"eng"
"get_through_1_V2";"checked";"eng"
"get_through_2_V2";"checked";"eng"
"get_through_3_V2";"checked";"eng"
"get_through_4_V2";"checked";"eng"
"get_through_5_V2";"checked";"eng"
"get_through_2_V3";"checked";"eng"
"get_through_to_V2";"checked";"eng"
"get_to_1_V2";"checked";"eng"
"get_to_2_V2";"checked";"eng"
"get_to_3_V2";"checked";"eng"
"get_to_5_V2";"checked";"eng"
"get_together_N";"checked";"eng"
"get_together_1_V2";"checked";"eng"
"get_together_2_V";"checked";"eng"
"get_together_3_V";"checked";"eng"
"get_together_4_V";"checked";"eng"
"get_up_N";"checked";"eng"
"get_up_1_V";"checked";"eng"
"get_up_2_V";"checked";"eng"
"get_up_8_V";"checked";"eng"
"get_up_3_V2";"checked";"eng"
"get_up_4_V2";"checked";"eng"
"get_up_7_V2";"checked";"eng"
"get_up_to_V2";"checked";"eng"
"getaway_1_N";"checked";"eng"
"getaway_2_N";"checked";"eng"
