function;status;langcode
"responsible_2_A";"guessed";"swe"
"responsible_3_A";"checked";"swe"
"responsive_1_A";"guessed";"swe"
"responsive_2_A";"guessed";"swe"
"responsive_3_A";"guessed";"swe"
"responsiveness_1_N";"guessed";"swe"
"responsiveness_2_N";"guessed";"swe"
"rest_1_N";"guessed";"swe"
"rest_2_N";"guessed";"swe"
"rest_3_N";"checked";"swe"
"rest_4_N";"guessed";"swe"
"rest_5_N";"guessed";"swe"
"rest_6_N";"guessed";"swe"
"rest_7_N";"guessed";"swe"
"rest_1_V";"checked";"swe"
"rest_2_V";"guessed";"swe"
"rest_3_V2";"guessed";"swe"
"rest_4_V";"guessed";"swe"
"rest_5_V";"checked";"swe"
"rest_VA";"checked";"swe"
"rest_7_V";"guessed";"swe"
"rest_8_V2";"guessed";"swe"
"rest_9_V";"guessed";"swe"
"rest_10_V2";"guessed";"swe"
"rest_11_V2";"guessed";"swe"
"rest_cure_N";"guessed";"swe"
"rest_day_N";"checked";"swe"
"rest_home_N";"checked";"swe"
"rest_house_N";"guessed";"swe"
"restart_1_V";"guessed";"swe"
"restart_1_V2";"guessed";"swe"
"restart_2_V2";"checked";"swe"
"restate_V2";"not_defined";"swe"
"restatement_N";"guessed";"swe"
"restaurant_N";"checked";"swe"
"restauranteur_N";"not_defined";"swe"
"restaurateur_1_N";"checked";"swe"
"rester_N";"guessed";"swe"
"restful_A";"guessed";"swe"
"restfulness_N";"not_defined";"swe"
"restharrow_1_N";"not_defined";"swe"
"restharrow_2_N";"not_defined";"swe"
"resting_place_N";"checked";"swe"
"restitution_1_N";"guessed";"swe"
"restitution_2_N";"guessed";"swe"
"restitution_3_N";"guessed";"swe"
"restive_1_A";"not_defined";"swe"
"restive_2_A";"not_defined";"swe"
"restiveness_1_N";"checked";"swe"
"restiveness_2_N";"checked";"swe"
"restless_1_A";"checked";"swe"
"restless_2_A";"checked";"swe"
"restless_3_A";"checked";"swe"
"restlessness_1_N";"guessed";"swe"
"restlessness_2_N";"guessed";"swe"
"restlessness_3_N";"checked";"swe"
"restlessness_4_N";"checked";"swe"
"restock_V2";"not_defined";"swe"
"restoration_1_N";"checked";"swe"
"restoration_2_N";"guessed";"swe"
"restoration_3_N";"guessed";"swe"
"restoration_4_N";"guessed";"swe"
"restoration_5_N";"guessed";"swe"
"restoration_6_N";"guessed";"swe"
"restoration_7_N";"guessed";"swe"
"restorative_1_A";"not_defined";"swe"
"restorative_2_A";"not_defined";"swe"
"restorative_1_N";"checked";"swe"
"restorative_2_N";"guessed";"swe"
"restore_1_V2";"guessed";"swe"
"restore_2_V2";"guessed";"swe"
"restore_3_V2";"guessed";"swe"
"restore_4_V2";"checked";"swe"
"restore_5_V2";"guessed";"swe"
"restorer_N";"checked";"swe"
"restrain_1_V2";"guessed";"swe"
"restrain_2_V2";"guessed";"swe"
"restrain_3_V2";"guessed";"swe"
"restrain_4_V2";"guessed";"swe"
"restrainer_1_N";"guessed";"swe"
"restrainer_2_N";"guessed";"swe"
"restraint_1_N";"guessed";"swe"
"restraint_2_N";"guessed";"swe"
"restraint_3_N";"guessed";"swe"
"restraint_4_N";"guessed";"swe"
"restraint_5_N";"guessed";"swe"
"restraint_6_N";"checked";"swe"
"restrict_4_V";"guessed";"swe"
"restrict_1_V2";"guessed";"swe"
"restrict_2_V2";"guessed";"swe"
"restrict_3_V2";"checked";"swe"
"restrict_4_V2";"guessed";"swe"
"restricted_1_A";"not_defined";"swe"
"restricted_2_A";"not_defined";"swe"
"restricted_3_A";"not_defined";"swe"
"restriction_1_N";"checked";"swe"
"restriction_2_N";"guessed";"swe"
"restriction_3_N";"guessed";"swe"
"restrictive_1_A";"guessed";"swe"
"restrictive_2_A";"guessed";"swe"
"restrictiveness_1_N";"guessed";"swe"
"restrictiveness_2_N";"checked";"swe"
"restructure_V2";"not_defined";"swe"
"result_1_N";"checked";"swe"
"result_2_N";"guessed";"swe"
"result_3_N";"guessed";"swe"
"result_4_N";"guessed";"swe"
"result_in_V2";"checked";"swe"
"result_to_V2";"checked";"swe"
"result_from_V2";"checked";"swe"
"resultant_A";"not_defined";"swe"
"resultant_1_N";"guessed";"swe"
"resultant_2_N";"guessed";"swe"
"resultant_3_N";"checked";"swe"
"resulting_A";"not_defined";"swe"
"resume_N";"not_defined";"swe"
"resume_2_V";"checked";"swe"
"resume_1_V2";"checked";"swe"
"resume_to_1_VV";"checked";"swe"
"resume_ing_1_VV";"checked";"swe"
"resume_3_V2";"guessed";"swe"
"resume_4_V2";"guessed";"swe"
"resumption_N";"guessed";"swe"
"resurface_1_V";"not_defined";"swe"
"resurface_2_V";"not_defined";"swe"
"resurface_3_V";"not_defined";"swe"
"resurface_1_V2";"not_defined";"swe"
"resurface_2_V2";"not_defined";"swe"
"resurgence_N";"checked";"swe"
"resurgent_A";"not_defined";"swe"
"resurrect_V";"guessed";"swe"
"resurrect_1_V2";"not_defined";"swe"
"resurrect_2_V2";"not_defined";"swe"
"resurrect_3_V2";"not_defined";"swe"
"resurrection_1_N";"guessed";"swe"
"resurrection_2_N";"guessed";"swe"
"resurvey_N";"not_defined";"swe"
"resuscitate_2_V";"guessed";"swe"
"resuscitate_1_V2";"checked";"swe"
"resuscitate_2_V2";"guessed";"swe"
"resuscitation_N";"checked";"swe"
"resuscitator_N";"checked";"swe"
"resuspension_N";"not_defined";"swe"
"ret_PN";"checked";"swe"
"ret_V2";"not_defined";"swe"
"retail_Adv";"not_defined";"swe"
"retail_N";"checked";"swe"
"retail_V";"guessed";"swe"
"retail_V2";"guessed";"swe"
"retailer_N";"checked";"swe"
"retailing_N";"guessed";"swe"
"retain_1_V2";"guessed";"swe"
"retain_2_V2";"guessed";"swe"
"retain_3_V2";"checked";"swe"
"retain_4_V2";"guessed";"swe"
"retainer_1_N";"guessed";"swe"
"retainer_2_N";"guessed";"swe"
"retainer_3_N";"not_defined";"swe"
"retake_N";"guessed";"swe"
"retake_1_V2";"not_defined";"swe"
"retake_2_V2";"not_defined";"swe"
"retake_3_V2";"not_defined";"swe"
"retaliate_1_V";"guessed";"swe"
"retaliate_2_V";"guessed";"swe"
"retaliation_N";"checked";"swe"
"retaliative_A";"not_defined";"swe"
"retaliatory_A";"not_defined";"swe"
"retard_1_V2";"not_defined";"swe"
"retard_2_V2";"not_defined";"swe"
"retard_3_V2";"not_defined";"swe"
"retard_4_V2";"not_defined";"swe"
"retardant_1_N";"checked";"swe"
"retardation_1_N";"guessed";"swe"
"retardation_2_N";"guessed";"swe"
"retardation_3_N";"guessed";"swe"
"retardation_4_N";"checked";"swe"
"retardation_5_N";"guessed";"swe"
"retch_1_V";"checked";"swe"
"retch_2_V";"guessed";"swe"
"retd_PN";"checked";"swe"
"retell_1_V2";"not_defined";"swe"
"retell_2_V2";"not_defined";"swe"
"retell_3_V2";"not_defined";"swe"
"retem_1_N";"not_defined";"swe"
"retention_1_N";"guessed";"swe"
"retention_2_N";"checked";"swe"
"retention_3_N";"guessed";"swe"
"retentive_1_A";"guessed";"swe"
"retentive_2_A";"guessed";"swe"
"retentive_3_A";"guessed";"swe"
"retentiveness_1_N";"checked";"swe"
"retentiveness_2_N";"guessed";"swe"
"retentiveness_3_N";"guessed";"swe"
"retford_PN";"checked";"swe"
"rethink_N";"guessed";"swe"
"rethink_V2";"not_defined";"swe"
"reticence_N";"guessed";"swe"
"reticent_1_A";"guessed";"swe"
"reticent_2_A";"guessed";"swe"
"reticent_3_A";"guessed";"swe"
"reticle_N";"guessed";"swe"
"reticulate_1_A";"not_defined";"swe"
"reticulate_1_V";"not_defined";"swe"
"reticulate_2_V";"not_defined";"swe"
"reticulate_3_V";"not_defined";"swe"
"reticulate_1_V2";"not_defined";"swe"
"reticulate_2_V2";"not_defined";"swe"
"reticulate_3_V2";"not_defined";"swe"
"reticulation_1_N";"not_defined";"swe"
"reticulation_2_N";"guessed";"swe"
"reticule_1_N";"guessed";"swe"
"reticule_2_N";"guessed";"swe"
"reticulocyte_N";"guessed";"swe"
"reticulum_PN";"checked";"swe"
"reticulum_2_N";"guessed";"swe"
"reticulum_3_N";"checked";"swe"
"retina_N";"checked";"swe"
"retinal_A";"not_defined";"swe"
"retinene_N";"not_defined";"swe"
"retinitis_N";"guessed";"swe"
"retinoblastoma_N";"checked";"swe"
"retinopathy_N";"checked";"swe"
"retinue_N";"guessed";"swe"
"retire_N";"checked";"swe"
"retire_1_V";"checked";"swe"
"retire_2_V";"guessed";"swe"
"retire_3_V";"guessed";"swe"
"retire_4_V";"guessed";"swe"
"retire_5_V";"guessed";"swe"
"retire_8_V";"guessed";"swe"
"retire_9_V";"guessed";"swe"
"retire_11_V";"guessed";"swe"
"retire_4_V2";"guessed";"swe"
"retire_6_V2";"guessed";"swe"
"retire_7_V2";"guessed";"swe"
"retire_9_V2";"guessed";"swe"
"retire_10_V2";"guessed";"swe"
"retired_A";"not_defined";"swe"
"retiree_N";"checked";"swe"
"retirement_1_N";"checked";"swe"
"retirement_2_N";"checked";"swe"
"retirement_3_N";"guessed";"swe"
"retool_1_V2";"not_defined";"swe"
"retool_2_V2";"not_defined";"swe"
"retort_1_N";"checked";"swe"
"retort_2_N";"checked";"swe"
"retort_V2";"not_defined";"swe"
"retort_VS";"not_defined";"swe"
"retouch_1_V2";"not_defined";"swe"
"retouch_2_V2";"checked";"swe"
"retrace_1_V2";"not_defined";"swe"
"retrace_2_V2";"not_defined";"swe"
"retract_2_V";"guessed";"swe"
"retract_3_V";"guessed";"swe"
"retract_1_V2";"not_defined";"swe"
"retract_2_V2";"not_defined";"swe"
"retract_3_V2";"not_defined";"swe"
"retract_4_V2";"not_defined";"swe"
"retractable_A";"not_defined";"swe"
"retractile_A";"not_defined";"swe"
"retraction_1_N";"guessed";"swe"
"retraction_2_N";"guessed";"swe"
"retractor_N";"guessed";"swe"
"retraining_N";"guessed";"swe"
"retral_1_A";"not_defined";"swe"
"retral_2_A";"not_defined";"swe"
"retransmit_V2";"not_defined";"swe"
"retread_N";"guessed";"swe"
"retread_1_V2";"not_defined";"swe"
"retread_2_V2";"not_defined";"swe"
"retreat_1_N";"checked";"swe"
"retreat_2_N";"guessed";"swe"
"retreat_3_N";"guessed";"swe"
"retreat_4_N";"guessed";"swe"
"retreat_5_N";"guessed";"swe"
"retreat_6_N";"guessed";"swe"
"retreat_7_N";"guessed";"swe"
"retreat_1_V";"guessed";"swe"
"retreat_2_V";"guessed";"swe"
"retreat_3_V";"checked";"swe"
"retreat_4_V";"guessed";"swe"
"retreatant_N";"not_defined";"swe"
"retreated_N";"guessed";"swe"
"retrench_1_V";"not_defined";"swe"
"retrench_2_V";"not_defined";"swe"
"retrench_1_V2";"not_defined";"swe"
"retrenchment_1_N";"not_defined";"swe"
"retrenchment_2_N";"not_defined";"swe"
"retrial_N";"not_defined";"swe"
"retribution_1_N";"checked";"swe"
"retribution_2_N";"guessed";"swe"
"retribution_3_N";"checked";"swe"
"retributive_1_A";"not_defined";"swe"
"retributive_2_A";"not_defined";"swe"
"retrievable_A";"guessed";"swe"
"retrieval_1_N";"guessed";"swe"
"retrieval_2_N";"guessed";"swe"
"retrieval_3_N";"guessed";"swe"
"retrieve_3_V";"not_defined";"swe"
"retrieve_1_V2";"guessed";"swe"
"retrieve_2_V2";"guessed";"swe"
"retrieve_4_V2";"checked";"swe"
"retriever_N";"checked";"swe"
"retro_N";"not_defined";"swe"
"retroactive_1_A";"guessed";"swe"
"retroactive_2_A";"guessed";"swe"
"retrofit_1_N";"not_defined";"swe"
"retrofit_2_N";"not_defined";"swe"
"retrofit_1_V2";"not_defined";"swe"
"retrofit_2_V2";"not_defined";"swe"
"retrofit_3_V2";"not_defined";"swe"
"retroflection_1_N";"not_defined";"swe"
"retroflection_2_N";"not_defined";"swe"
"retroflection_3_N";"not_defined";"swe"
"retroflex_1_A";"not_defined";"swe"
"retroflex_2_A";"not_defined";"swe"
"retrograde_1_A";"checked";"swe"
"retrograde_2_A";"guessed";"swe"
"retrograde_3_A";"guessed";"swe"
"retrograde_4_A";"guessed";"swe"
"retrograde_1_V";"not_defined";"swe"
"retrograde_2_V";"not_defined";"swe"
"retrograde_3_V";"not_defined";"swe"
"retrograde_4_V";"not_defined";"swe"
"retrograde_5_V";"checked";"swe"
"retrogress_1_V";"checked";"swe"
"retrogress_2_V";"checked";"swe"
"retrogression_1_N";"guessed";"swe"
"retrogression_2_N";"guessed";"swe"
"retrogressive_A";"not_defined";"swe"
"retronym_N";"guessed";"swe"
"retrorocket_N";"checked";"swe"
"retrorse_A";"not_defined";"swe"
"retrospect_N";"checked";"swe"
"retrospection_1_N";"guessed";"swe"
"retrospection_2_N";"checked";"swe"
"retrospective_A";"guessed";"swe"
"retrospective_N";"guessed";"swe"
"retrousse_A";"not_defined";"swe"
"retroversion_1_N";"not_defined";"swe"
"retroversion_2_N";"not_defined";"swe"
"retroversion_3_N";"not_defined";"swe"
"retrovirus_N";"not_defined";"swe"
"retrovision_N";"not_defined";"swe"
"retsina_N";"checked";"swe"
"return_1_N";"checked";"swe"
"return_2_N";"guessed";"swe"
"return_3_N";"guessed";"swe"
"return_4_N";"guessed";"swe"
"return_5_N";"guessed";"swe"
"return_6_N";"guessed";"swe"
"return_7_N";"guessed";"swe"
"return_8_N";"checked";"swe"
"return_9_N";"guessed";"swe"
"return_10_N";"checked";"swe"
"return_11_N";"guessed";"swe"
"return_12_N";"guessed";"swe"
"return_13_N";"guessed";"swe"
"return_1_V";"guessed";"swe"
"return_3_V";"guessed";"swe"
"return_4_V";"checked";"swe"
"return_8_V";"guessed";"swe"
"return_9_V";"guessed";"swe"
"return_12_V";"guessed";"swe"
"return_13_V";"guessed";"swe"
"return_14_V";"guessed";"swe"
"return_16_V";"guessed";"swe"
"return_2_V2";"guessed";"swe"
"return_5_V2";"checked";"swe"
"return_6_V2";"guessed";"swe"
"return_7_V2";"guessed";"swe"
"return_8_V2";"guessed";"swe"
"return_10_V2";"guessed";"swe"
"return_11_V2";"guessed";"swe"
"return_12_V2";"guessed";"swe"
"return_15_V2";"guessed";"swe"
"return_16_V2";"guessed";"swe"
"returnable_A";"not_defined";"swe"
"reunification_N";"guessed";"swe"
"reunion_1_N";"guessed";"swe"
"reunion_2_N";"guessed";"swe"
"reunite_V";"guessed";"swe"
"reunite_V2";"not_defined";"swe"
"reuptake_N";"guessed";"swe"
"rev_N";"guessed";"swe"
"rev_PN";"guessed";"swe"
"rev_V";"checked";"swe"
"rev_up_V2";"guessed";"swe"
"revaluation_N";"checked";"swe"
"revalue_1_V2";"checked";"swe"
"revalue_2_V2";"checked";"swe"
"revamp_1_V2";"checked";"swe"
"revamp_2_V2";"not_defined";"swe"
"revd_PN";"checked";"swe"
"reveal_1_V2";"checked";"swe"
"reveal_2_V2";"checked";"swe"
"reveal_3_V2";"guessed";"swe"
"reveal_VS";"checked";"swe"
"revealing_1_A";"not_defined";"swe"
"revealing_2_A";"not_defined";"swe"
"reveille_1_N";"guessed";"swe"
"reveille_2_N";"guessed";"swe"
"revel_N";"guessed";"swe"
"revel_1_V";"guessed";"swe"
"revel_2_V";"guessed";"swe"
"revelation_1_N";"checked";"swe"
"revelation_2_N";"checked";"swe"
"revelation_3_N";"checked";"swe"
"revelation_4_N";"checked";"swe"
"reveler_N";"not_defined";"swe"
"reveller_N";"guessed";"swe"
"revelry_N";"checked";"swe"
"revenant_1_A";"not_defined";"swe"
"revenant_2_A";"not_defined";"swe"
"revenant_1_N";"guessed";"swe"
"revenant_2_N";"guessed";"swe"
"revenge_N";"checked";"swe"
"revenge_V2";"not_defined";"swe"
"revengeful_A";"not_defined";"swe"
"revenue_1_N";"guessed";"swe"
"revenue_2_N";"guessed";"swe"
"revenuer_N";"not_defined";"swe"
"reverberant_A";"not_defined";"swe"
"reverberate_1_V";"checked";"swe"
"reverberate_2_V";"guessed";"swe"
"reverberate_3_V";"guessed";"swe"
"reverberate_5_V";"guessed";"swe"
"reverberate_4_V2";"not_defined";"swe"
"reverberate_6_V2";"not_defined";"swe"
"reverberation_1_N";"checked";"swe"
"reverberation_2_N";"guessed";"swe"
"revere_1_V2";"not_defined";"swe"
"revere_2_V2";"not_defined";"swe"
"reverence_1_N";"checked";"swe"
"reverence_2_N";"checked";"swe"
"reverence_3_N";"guessed";"swe"
"reverence_V2";"not_defined";"swe"
"reverend_A";"guessed";"swe"
"reverend_1_N";"checked";"swe"
"reverend_2_N";"guessed";"swe"
"reverent_1_A";"guessed";"swe"
"reverent_2_A";"guessed";"swe"
"reverential_A";"not_defined";"swe"
"reverie_1_N";"checked";"swe"
"reverie_2_N";"checked";"swe"
"revers_1_N";"checked";"swe"
"revers_2_PN";"checked";"swe"
"reversal_1_N";"guessed";"swe"
"reversal_2_N";"guessed";"swe"
"reversal_3_N";"guessed";"swe"
"reversal_4_N";"checked";"swe"
"reversal_5_N";"guessed";"swe"
"reversal_6_N";"guessed";"swe"
"reversal_7_N";"guessed";"swe"
"reversal_8_N";"guessed";"swe"
"reverse_1_A";"guessed";"swe"
"reverse_2_A";"guessed";"swe"
"reverse_3_A";"guessed";"swe"
"reverse_1_N";"guessed";"swe"
"reverse_2_N";"guessed";"swe"
"reverse_3_N";"guessed";"swe"
"reverse_4_N";"checked";"swe"
"reverse_5_N";"guessed";"swe"
"reverse_6_N";"guessed";"swe"
"reverse_2_V";"guessed";"swe"
"reverse_1_V2";"guessed";"swe"
"reverse_2_V2";"guessed";"swe"
"reverse_3_V2";"guessed";"swe"
"reverse_4_V2";"guessed";"swe"
"reverse_5_V2";"guessed";"swe"
"reversibility_N";"guessed";"swe"
"reversible_1_A";"guessed";"swe"
"reversible_2_A";"guessed";"swe"
"reversible_3_A";"guessed";"swe"
"reversible_4_A";"guessed";"swe"
"reversible_N";"guessed";"swe"
"reversion_1_N";"guessed";"swe"
"reversion_2_N";"guessed";"swe"
"reversion_3_N";"guessed";"swe"
"reversion_4_N";"guessed";"swe"
"reversion_5_N";"guessed";"swe"
"reversion_6_N";"guessed";"swe"
"reversionary_A";"not_defined";"swe"
"reversioner_N";"not_defined";"swe"
"revert_1_V";"not_defined";"swe"
"revert_2_V";"not_defined";"swe"
"revertible_A";"not_defined";"swe"
"revetment_1_N";"guessed";"swe"
"revetment_2_N";"guessed";"swe"
"review_1_N";"checked";"swe"
"review_2_N";"checked";"swe"
"review_3_N";"guessed";"swe"
"review_4_N";"guessed";"swe"
"review_5_N";"checked";"swe"
"review_6_N";"guessed";"swe"
"review_7_N";"checked";"swe"
"review_8_N";"guessed";"swe"
"review_9_N";"guessed";"swe"
"review_10_N";"guessed";"swe"
"review_V";"guessed";"swe"
"review_1_V2";"guessed";"swe"
"review_2_V2";"guessed";"swe"
"review_4_V2";"guessed";"swe"
"review_5_V2";"guessed";"swe"
"reviewer_1_N";"guessed";"swe"
"reviewer_2_N";"guessed";"swe"
"revile_V2";"not_defined";"swe"
"revise_1_N";"guessed";"swe"
"revise_1_V2";"guessed";"swe"
"revise_2_V2";"checked";"swe"
"revised_1_A";"not_defined";"swe"
"revised_2_A";"not_defined";"swe"
"reviser_N";"guessed";"swe"
"revision_1_N";"guessed";"swe"
"revision_2_N";"checked";"swe"
"revision_3_N";"checked";"swe"
"revisionism_1_N";"guessed";"swe"
"revisionism_2_N";"guessed";"swe"
"revisionistFem_N";"guessed";"swe"
"revisionistMasc_N";"guessed";"swe"
"revisit_V2";"not_defined";"swe"
"revitalization_1_N";"checked";"swe"
"revitalize_1_V2";"not_defined";"swe"
"revitalize_2_V2";"not_defined";"swe"
"revival_1_N";"checked";"swe"
"revival_2_N";"guessed";"swe"
"revivalism_N";"checked";"swe"
"revivalist_N";"checked";"swe"
"revivalistic_A";"not_defined";"swe"
"revive_3_V";"guessed";"swe"
"revive_1_V2";"checked";"swe"
"revive_2_V2";"guessed";"swe"
"revive_4_V2";"guessed";"swe"
"revive_5_V2";"guessed";"swe"
"revivify_V2";"not_defined";"swe"
"revocable_1_A";"not_defined";"swe"
"revocation_1_N";"guessed";"swe"
"revocation_2_N";"guessed";"swe"
"revoke_N";"guessed";"swe"
"revoke_1_V";"guessed";"swe"
"revoke_1_V2";"guessed";"swe"
"revoke_2_V2";"guessed";"swe"
"revolt_N";"checked";"swe"
"revolt_1_V";"guessed";"swe"
"revolt_2_V2";"not_defined";"swe"
"revolt_3_V2";"not_defined";"swe"
"revolution_1_N";"checked";"swe"
"revolution_2_N";"checked";"swe"
"revolution_3_N";"checked";"swe"
"revolutionary_1_A";"checked";"swe"
"revolutionary_2_A";"guessed";"swe"
"revolutionary_3_A";"guessed";"swe"
"revolutionary_4_A";"checked";"swe"
"revolutionary_N";"guessed";"swe"
"revolutionism_N";"not_defined";"swe"
"revolutionist_N";"not_defined";"swe"
"revolutionize_1_V2";"guessed";"swe"
"revolutionize_2_V2";"guessed";"swe"
"revolutionize_3_V2";"guessed";"swe"
"revolve_1_V";"guessed";"swe"
"revolve_2_V2";"not_defined";"swe"
"revolve_3_V2";"not_defined";"swe"
"revolver_1_N";"checked";"swe"
"revolver_2_N";"guessed";"swe"
"revue_N";"checked";"swe"
"revulsion_N";"guessed";"swe"
"reward_1_N";"guessed";"swe"
"reward_2_N";"guessed";"swe"
"reward_3_N";"guessed";"swe"
"reward_4_N";"checked";"swe"
"reward_5_N";"guessed";"swe"
"reward_1_V2";"checked";"swe"
"reward_2_V2";"guessed";"swe"
"reward_3_V2";"checked";"swe"
"rewardful_A";"not_defined";"swe"
"rewarding_A";"guessed";"swe"
"rewire_V2";"not_defined";"swe"
"reword_V2";"not_defined";"swe"
"rewording_N";"checked";"swe"
"rework_V2";"not_defined";"swe"
"rewrite_N";"guessed";"swe"
"rewrite_1_V2";"not_defined";"swe"
"rewrite_2_V2";"not_defined";"swe"
"rewriting_N";"checked";"swe"
"rex_PN";"checked";"swe"
"reykjavik_PN";"checked";"swe"
"rgb_N";"not_defined";"swe"
"rhabdomyoma_N";"guessed";"swe"
"rhabdomyosarcoma_N";"guessed";"swe"
"rhabdovirus_N";"not_defined";"swe"
"rhagades_N";"guessed";"swe"
"rhapsodize_1_V";"not_defined";"swe"
"rhapsodize_2_V";"not_defined";"swe"
"rhapsody_1_N";"guessed";"swe"
"rhapsody_2_N";"guessed";"swe"
"rhapsody_3_N";"checked";"swe"
"rhea_1_PN";"checked";"swe"
"rhea_2_N";"checked";"swe"
"rhea_3_N";"guessed";"swe"
"rheims_PN";"checked";"swe"
"rhenish_A";"not_defined";"swe"
"rhenium_N";"checked";"swe"
"rheologic_1_A";"not_defined";"swe"
"rheology_N";"checked";"swe"
"rheometer_N";"checked";"swe"
"rheostat_N";"guessed";"swe"
"rhesus_N";"checked";"swe"
"rhetoric_1_N";"checked";"swe"
"rhetoric_2_N";"guessed";"swe"
"rhetoric_3_N";"guessed";"swe"
"rhetoric_4_N";"checked";"swe"
"rhetorical_1_A";"guessed";"swe"
"rhetorical_2_A";"guessed";"swe"
"rhetorician_N";"guessed";"swe"
"rheum_1_N";"not_defined";"swe"
"rheum_2_N";"not_defined";"swe"
"rheumatic_A";"guessed";"swe"
"rheumatic_N";"guessed";"swe"
"rheumatism_1_N";"checked";"swe"
"rheumatism_2_N";"guessed";"swe"
"rheumatoid_A";"not_defined";"swe"
"rheumatologist_N";"guessed";"swe"
"rheumatology_N";"checked";"swe"
"rheumy_1_A";"not_defined";"swe"
"rheumy_2_A";"not_defined";"swe"
"rheydt_PN";"checked";"swe"
"rhinal_A";"not_defined";"swe"
"rhine_1_PN";"checked";"swe"
"rhine_2_PN";"checked";"swe"
"rhinencephalon_N";"not_defined";"swe"
"rhinestone_N";"checked";"swe"
"rhinion_N";"not_defined";"swe"
"rhinitis_N";"checked";"swe"
"rhino_N";"checked";"swe"
"rhinoceros_N";"checked";"swe"
"rhinolaryngology_N";"not_defined";"swe"
"rhinopathy_N";"not_defined";"swe"
"rhinophyma_N";"not_defined";"swe"
"rhinorrhea_N";"guessed";"swe"
"rhinoscope_N";"not_defined";"swe"
"rhinoscopy_N";"guessed";"swe"
"rhinosporidiosis_N";"not_defined";"swe"
"rhinostenosis_N";"not_defined";"swe"
"rhinotomy_N";"not_defined";"swe"
"rhinotracheitis_N";"guessed";"swe"
"rhinovirus_N";"not_defined";"swe"
"rhizoctinia_N";"not_defined";"swe"
"rhizoid_N";"not_defined";"swe"
"rhizoidal_A";"not_defined";"swe"
"rhizomatous_A";"not_defined";"swe"
"rhizome_N";"checked";"swe"
"rhizomorph_N";"not_defined";"swe"
"rhizopod_1_N";"not_defined";"swe"
"rhizopus_N";"not_defined";"swe"
"rhizotomy_N";"guessed";"swe"
"rho_N";"checked";"swe"
"rhode_PN";"checked";"swe"
"rhodium_N";"checked";"swe"
"rhodochrosite_N";"not_defined";"swe"
"rhododendron_N";"guessed";"swe"
"rhodolite_N";"not_defined";"swe"
"rhodonite_N";"not_defined";"swe"
"rhomb_N";"checked";"swe"
"rhombic_A";"not_defined";"swe"
"rhombohedral_A";"not_defined";"swe"
"rhombohedron_N";"not_defined";"swe"
"rhomboid_1_A";"not_defined";"swe"
"rhomboid_1_N";"checked";"swe"
"rhomboid_2_N";"guessed";"swe"
"rhombus_N";"checked";"swe"
"rhonchus_N";"guessed";"swe"
"rhondda_PN";"checked";"swe"
"rhosllanerchrugog_PN";"checked";"swe"
"rhubarb_1_N";"checked";"swe"
"rhubarb_2_N";"checked";"swe"
"rhyl_PN";"checked";"swe"
"rhyme_1_N";"checked";"swe"
"rhyme_2_N";"checked";"swe"
"rhyme_1_V";"checked";"swe"
"rhyme_2_V";"guessed";"swe"
"rhyme_1_V2";"not_defined";"swe"
"rhymer_N";"not_defined";"swe"
"rhymester_N";"checked";"swe"
"rhymney_PN";"checked";"swe"
"rhyolite_N";"not_defined";"swe"
"rhythm_1_N";"checked";"swe"
"rhythm_2_N";"checked";"swe"
"rhythm_3_N";"checked";"swe"
"rhythm_4_N";"checked";"swe"
"rhythm_5_N";"guessed";"swe"
"rhythmic_A";"guessed";"swe"
"rhythmical_A";"checked";"swe"
"rhythmicity_N";"guessed";"swe"
"rib_1_N";"guessed";"swe"
"rib_2_N";"checked";"swe"
"rib_3_N";"checked";"swe"
"rib_4_N";"guessed";"swe"
"rib_5_N";"checked";"swe"
"rib_6_N";"guessed";"swe"
"rib_1_V2";"not_defined";"swe"
"rib_2_V2";"not_defined";"swe"
"ribald_A";"not_defined";"swe"
"ribald_N";"guessed";"swe"
"ribaldry_1_N";"not_defined";"swe"
"ribaldry_2_N";"not_defined";"swe"
"riband_1_N";"not_defined";"swe"
"ribavirin_N";"not_defined";"swe"
"ribbing_1_N";"guessed";"swe"
"ribbing_2_N";"guessed";"swe"
"ribbon_1_N";"guessed";"swe"
"ribbon_2_N";"checked";"swe"
"ribbon_3_N";"guessed";"swe"
"ribbon_4_N";"checked";"swe"
"ribbonfish_1_N";"guessed";"swe"
"ribbonfish_2_N";"guessed";"swe"
"ribbonlike_A";"not_defined";"swe"
"ribier_N";"not_defined";"swe"
"ribless_A";"not_defined";"swe"
"riblike_A";"not_defined";"swe"
"riboflavin_N";"checked";"swe"
"ribonuclease_1_N";"checked";"swe"
"ribose_N";"checked";"swe"
"ribosome_N";"checked";"swe"
"rice_1_N";"checked";"swe"
"rice_2_N";"checked";"swe"
"rice_3_PN";"checked";"swe"
"rice_4_PN";"checked";"swe"
"rice_paper_N";"guessed";"swe"
"ricegrass_1_N";"not_defined";"swe"
"ricer_N";"not_defined";"swe"
"rich_1_A";"checked";"swe"
"rich_2_A";"guessed";"swe"
"rich_3_A";"guessed";"swe"
"rich_4_A";"guessed";"swe"
"rich_5_A";"guessed";"swe"
"rich_6_A";"guessed";"swe"
"rich_7_A";"guessed";"swe"
"rich_8_A";"guessed";"swe"
"rich_9_A";"checked";"swe"
"rich_10_A";"guessed";"swe"
